Referencia,Tipo,Operacion,Provincia,Superficie,Precio-Venta,Fecha-Venta,Vendedor
1218,Piso,Venta,Girona,241,1729416,18/09/2005,Carmen
1219,Suelo,Venta,Barcelona,251,2234653,01/08/2005,Luisa
1220,Parking,Venta,Tarragona,90,438480,23/10/2005,Joaquin
1221,Local,Alquiler,Barcelona,269,2032295,27/11/2005,Joaquin
1222,Piso,Alquiler,Tarragona,245,1377880,10/07/2005,Joaquin
1223,Parking,Venta,Girona,181,1805475,10/06/2005,Maria
1224,Parking,Venta,Tarragona,124,1070740,22/12/2005,Carmen
1225,Parking,Venta,Girona,164,785068,22/01/2006,Jesus
1226,Piso,Venta,Lleida,291,1497195,17/08/2005,Maria
1227,Industrial,Alquiler,Girona,164,1526840,20/10/2005,Maria
1228,Piso,Alquiler,Tarragona,188,996588,20/06/2005,Carmen
1229,Suelo,Alquiler,Tarragona,79,451643,15/01/2006,Maria
1230,Suelo,Venta,Girona,268,2422720,27/11/2005,Carmen
1231,Suelo,Venta,Barcelona,130,1292980,11/11/2005,Luisa
1232,Local,Alquiler,Barcelona,138,949578,17/02/2006,Maria
1233,Parking,Venta,Lleida,88,820776,20/08/2005,Carmen
1234,Local,Venta,Lleida,116,848888,26/07/2005,Jesus
1235,Piso,Venta,Lleida,233,1673173,28/06/2005,Joaquin
1236,Oficina,Venta,Barcelona,116,841232,18/01/2006,Maria
1237,Casa,Alquiler,Lleida,55,376090,27/02/2006,Joaquin
1238,Casa,Venta,Girona,192,820608,28/07/2005,Luisa
1239,Casa,Venta,Lleida,149,839615,05/10/2005,Maria
1240,Industrial,Alquiler,Lleida,285,2562435,20/06/2005,Carmen
1241,Local,Alquiler,Tarragona,88,630608,17/12/2005,Joaquin
1242,Piso,Alquiler,Girona,100,484200,30/09/2005,Pedro
1243,Industrial,Alquiler,Girona,52,269516,21/08/2005,Carmen
1244,Oficina,Alquiler,Barcelona,274,1152718,31/07/2005,Pedro
1245,Parking,Venta,Girona,276,1477428,23/11/2005,Maria
1246,Parking,Venta,Barcelona,68,367132,31/08/2005,Joaquin
1247,Industrial,Venta,Barcelona,268,1557884,09/12/2005,Luisa
1248,Piso,Alquiler,Tarragona,182,851032,02/01/2006,Carmen
1249,Parking,Alquiler,Barcelona,99,500148,09/08/2005,Joaquin
1250,Piso,Venta,Girona,163,1362843,31/01/2006,Luisa
1251,Local,Alquiler,Barcelona,150,730350,28/06/2005,Carmen
1252,Oficina,Venta,Barcelona,126,867636,02/11/2005,Luisa
1253,Industrial,Alquiler,Barcelona,71,459725,26/01/2006,Joaquin
1254,Industrial,Venta,Barcelona,127,757809,20/02/2006,Luisa
1255,Casa,Venta,Girona,40,354360,16/10/2005,Carmen
1256,Piso,Venta,Girona,168,1620192,09/10/2005,Maria
1257,Parking,Venta,Girona,117,1149525,27/02/2006,Pedro
1258,Casa,Alquiler,Tarragona,241,1248862,22/08/2005,Jesus
1259,Industrial,Venta,Tarragona,180,1495260,03/11/2005,Luisa
1260,Industrial,Venta,Barcelona,91,485849,24/07/2005,Pedro
1261,Suelo,Alquiler,Tarragona,187,1194930,08/02/2006,Jesus
1262,Industrial,Alquiler,Barcelona,68,525096,27/08/2005,Joaquin
1263,Casa,Venta,Tarragona,196,849464,26/03/2006,Jesus
1264,Oficina,Alquiler,Tarragona,186,1843074,04/10/2005,Pedro
1265,Suelo,Alquiler,Barcelona,67,627321,12/07/2005,Joaquin
1266,Oficina,Venta,Tarragona,57,363261,24/07/2005,Joaquin
1267,Parking,Venta,Lleida,40,349720,14/02/2006,Luisa
1268,Industrial,Alquiler,Girona,167,1191044,30/03/2006,Joaquin
1269,Piso,Venta,Barcelona,138,1307688,11/02/2006,Maria
1270,Casa,Alquiler,Barcelona,88,531784,11/01/2006,Joaquin
1271,Parking,Venta,Tarragona,196,1730876,12/07/2005,Luisa
1272,Suelo,Alquiler,Girona,216,1500984,23/10/2005,Joaquin
1273,Piso,Venta,Girona,283,1599233,04/11/2005,Pedro
1274,Piso,Venta,Lleida,189,1821771,09/07/2005,Pedro
1275,Piso,Alquiler,Tarragona,278,1754180,03/12/2005,Luisa
1276,Industrial,Alquiler,Lleida,222,1617270,04/12/2005,Luisa
1277,Industrial,Alquiler,Lleida,285,2232690,29/01/2006,Maria
1278,Piso,Alquiler,Lleida,132,1040028,17/11/2005,Maria
1279,Suelo,Venta,Lleida,124,804884,24/07/2005,Carmen
1280,Industrial,Alquiler,Lleida,285,1938000,26/09/2005,Joaquin
1281,Piso,Venta,Girona,176,1004608,06/01/2006,Jesus
1282,Casa,Venta,Tarragona,102,520914,17/07/2005,Jesus
1283,Local,Alquiler,Girona,179,812660,31/10/2005,Jesus
1284,Suelo,Alquiler,Tarragona,75,400875,26/08/2005,Joaquin
1285,Piso,Alquiler,Girona,72,682344,26/08/2005,Pedro
1286,Parking,Alquiler,Girona,297,2872287,16/09/2005,Luisa
1287,Suelo,Venta,Barcelona,194,1612334,21/09/2005,Jesus
1288,Casa,Alquiler,Tarragona,244,2413648,06/01/2006,Maria
1289,Casa,Alquiler,Tarragona,259,1857807,07/11/2005,Luisa
1290,Casa,Alquiler,Lleida,175,1560125,21/07/2005,Luisa
1291,Industrial,Venta,Tarragona,131,1273320,30/11/2005,Joaquin
1292,Industrial,Alquiler,Lleida,170,1566720,02/09/2005,Pedro
1293,Industrial,Venta,Tarragona,230,1806650,30/11/2005,Pedro
1294,Local,Venta,Barcelona,102,480318,12/01/2006,Joaquin
1295,Oficina,Alquiler,Girona,214,899228,24/12/2005,Luisa
1296,Oficina,Venta,Lleida,89,716272,31/08/2005,Carmen
1297,Industrial,Venta,Girona,230,1751450,07/07/2005,Jesus
1298,Industrial,Venta,Barcelona,248,1179488,26/12/2005,Jesus
1299,Local,Venta,Girona,290,1702590,09/04/2006,Pedro
1300,Suelo,Venta,Barcelona,71,309702,09/08/2005,Carmen
1301,Suelo,Venta,Tarragona,299,2531334,18/12/2005,Carmen
1302,Casa,Venta,Girona,288,2371392,17/11/2005,Luisa
1303,Suelo,Venta,Tarragona,130,657020,20/01/2006,Pedro
1304,Industrial,Venta,Tarragona,102,627300,28/03/2006,Pedro
1305,Oficina,Venta,Tarragona,91,778141,15/09/2005,Jesus
1306,Casa,Venta,Barcelona,274,2229812,26/08/2005,Maria
1307,Industrial,Venta,Girona,264,2589312,20/07/2005,Pedro
1308,Parking,Venta,Lleida,149,1004707,18/01/2006,Joaquin
1309,Parking,Alquiler,Lleida,99,574200,16/09/2005,Pedro
1310,Casa,Alquiler,Lleida,267,1517628,14/02/2006,Carmen
1311,Casa,Alquiler,Girona,185,1059680,14/07/2005,Pedro
1312,Oficina,Venta,Girona,180,1523880,11/11/2005,Jesus
1313,Piso,Alquiler,Lleida,165,921195,05/10/2005,Luisa
1314,Local,Alquiler,Tarragona,142,1205864,05/02/2006,Luisa
1315,Parking,Alquiler,Lleida,116,1035416,01/02/2006,Maria
1316,Piso,Alquiler,Barcelona,223,1795819,30/08/2005,Luisa
1317,Oficina,Venta,Tarragona,93,375999,12/01/2006,Pedro
1318,Casa,Alquiler,Tarragona,275,1543850,21/12/2005,Maria
1319,Casa,Alquiler,Lleida,281,1727588,07/04/2006,Luisa
1320,Piso,Alquiler,Girona,164,841484,07/04/2006,Maria
1321,Local,Alquiler,Girona,271,2478566,21/07/2005,Pedro
1322,Local,Venta,Lleida,245,2396835,18/08/2005,Joaquin
1323,Piso,Alquiler,Lleida,84,431760,09/04/2006,Carmen
1324,Oficina,Venta,Girona,48,454416,25/09/2005,Pedro
1325,Piso,Alquiler,Barcelona,73,563122,25/10/2005,Carmen
1326,Industrial,Alquiler,Barcelona,152,651472,13/09/2005,Carmen
1327,Industrial,Venta,Barcelona,43,281521,27/10/2005,Jesus
1328,Parking,Alquiler,Barcelona,273,2306031,25/09/2005,Carmen
1329,Oficina,Venta,Girona,182,1367366,21/07/2005,Carmen
1330,Casa,Alquiler,Lleida,263,2094795,12/02/2006,Carmen
1331,Piso,Venta,Tarragona,176,1435632,10/03/2006,Luisa
1332,Parking,Alquiler,Tarragona,281,1619122,26/09/2005,Luisa
1333,Industrial,Venta,Tarragona,42,287952,01/01/2006,Carmen
1334,Suelo,Alquiler,Lleida,79,705628,25/02/2006,Luisa
1335,Local,Venta,Tarragona,229,954930,15/08/2005,Maria
1336,Industrial,Alquiler,Tarragona,266,2583126,02/12/2005,Pedro
1337,Local,Alquiler,Girona,69,493971,05/09/2005,Maria
1338,Oficina,Venta,Girona,40,163920,09/04/2006,Carmen
1339,Oficina,Alquiler,Tarragona,77,716793,25/02/2006,Pedro
1340,Oficina,Venta,Tarragona,172,1033548,01/01/2006,Carmen
1341,Local,Venta,Girona,132,1007688,26/12/2005,Luisa
1342,Parking,Venta,Barcelona,194,1698664,20/03/2006,Carmen
1343,Suelo,Alquiler,Barcelona,269,2292149,22/01/2006,Carmen
1344,Parking,Venta,Tarragona,285,1500240,20/08/2005,Carmen
1345,Suelo,Alquiler,Lleida,51,370158,21/04/2006,Jesus
1346,Local,Alquiler,Barcelona,50,333650,16/12/2005,Carmen
1347,Local,Venta,Barcelona,115,950015,26/09/2005,Pedro
1348,Casa,Venta,Lleida,201,1850004,15/01/2006,Joaquin
1349,Casa,Venta,Barcelona,102,892704,22/01/2006,Joaquin
1350,Suelo,Alquiler,Girona,98,425712,23/03/2006,Pedro
1351,Piso,Venta,Tarragona,59,505040,08/09/2005,Carmen
1352,Piso,Venta,Girona,189,1064637,29/11/2005,Jesus
1353,Industrial,Alquiler,Barcelona,269,1702501,10/12/2005,Luisa
1354,Industrial,Venta,Barcelona,242,2418064,24/10/2005,Jesus
1355,Piso,Alquiler,Tarragona,158,886222,24/04/2006,Luisa
1356,Suelo,Venta,Barcelona,161,1421308,12/11/2005,Pedro
1357,Local,Venta,Lleida,285,1827420,06/02/2006,Luisa
1358,Local,Venta,Tarragona,274,2474494,25/03/2006,Carmen
1359,Parking,Venta,Tarragona,256,1059328,17/04/2006,Jesus
1360,Parking,Venta,Tarragona,196,1201480,18/09/2005,Maria
1361,Local,Venta,Tarragona,186,1179612,06/10/2005,Carmen
1362,Oficina,Alquiler,Tarragona,172,1441188,12/04/2006,Luisa
1363,Casa,Venta,Girona,157,729579,01/01/2006,Joaquin
1364,Industrial,Venta,Lleida,82,783510,13/02/2006,Joaquin
1365,Casa,Venta,Girona,65,350155,14/11/2005,Maria
1366,Suelo,Venta,Tarragona,104,850720,28/03/2006,Pedro
1367,Suelo,Alquiler,Girona,81,567486,26/01/2006,Maria
1368,Oficina,Venta,Tarragona,45,183105,06/12/2005,Joaquin
1369,Parking,Alquiler,Lleida,128,976384,19/04/2006,Joaquin
1370,Oficina,Alquiler,Lleida,240,1270800,25/04/2006,Luisa
1371,Casa,Alquiler,Barcelona,77,406252,25/02/2006,Maria
1372,Industrial,Venta,Barcelona,286,2633774,01/09/2005,Carmen
1373,Suelo,Venta,Lleida,224,2211328,23/02/2006,Pedro
1374,Local,Venta,Barcelona,214,1287210,21/12/2005,Joaquin
1375,Casa,Venta,Girona,175,1363950,11/09/2005,Jesus
1376,Casa,Venta,Lleida,104,609128,27/12/2005,Maria
1377,Industrial,Venta,Tarragona,128,832000,06/10/2005,Luisa
1378,Oficina,Alquiler,Tarragona,186,1543428,25/08/2005,Pedro
1379,Parking,Alquiler,Barcelona,119,1013523,17/08/2005,Joaquin
1380,Industrial,Venta,Girona,192,958464,13/08/2005,Jesus
1381,Suelo,Alquiler,Lleida,94,902212,30/04/2006,Jesus
1382,Parking,Venta,Tarragona,248,1352096,14/03/2006,Jesus
1383,Industrial,Venta,Girona,167,814793,27/02/2006,Luisa
1384,Oficina,Alquiler,Lleida,101,634583,21/04/2006,Maria
1385,Parking,Venta,Barcelona,258,2066064,25/11/2005,Maria
1386,Casa,Alquiler,Barcelona,245,1244600,03/01/2006,Luisa
1387,Oficina,Alquiler,Lleida,141,843180,25/12/2005,Carmen
1388,Casa,Venta,Girona,270,2288520,02/11/2005,Joaquin
1389,Parking,Venta,Girona,203,1892772,26/03/2006,Maria
1390,Oficina,Venta,Lleida,111,924741,15/03/2006,Carmen
1391,Industrial,Alquiler,Girona,160,804640,03/04/2006,Carmen
1392,Suelo,Alquiler,Girona,235,1046925,05/12/2005,Carmen
1393,Oficina,Venta,Tarragona,44,305756,02/11/2005,Carmen
1394,Casa,Venta,Barcelona,254,2011934,04/03/2006,Jesus
1395,Local,Venta,Girona,252,1923264,21/09/2005,Carmen
1396,Industrial,Alquiler,Lleida,292,1177052,30/04/2006,Jesus
1397,Local,Alquiler,Lleida,223,1623217,12/08/2005,Luisa
1398,Oficina,Alquiler,Barcelona,107,899014,09/04/2006,Maria
1399,Oficina,Venta,Girona,166,804768,04/12/2005,Maria
1400,Suelo,Venta,Lleida,190,1670100,10/11/2005,Maria
1401,Casa,Venta,Barcelona,280,2349200,13/04/2006,Pedro
1402,Industrial,Venta,Tarragona,155,1133050,28/02/2006,Pedro
1403,Suelo,Alquiler,Girona,254,2417572,20/09/2005,Maria
1404,Local,Venta,Barcelona,188,1453428,14/09/2005,Joaquin
1405,Parking,Venta,Girona,71,493166,08/12/2005,Joaquin
1406,Parking,Venta,Barcelona,163,1531222,28/10/2005,Joaquin
1407,Oficina,Venta,Tarragona,233,1864000,06/12/2005,Luisa
1408,Parking,Venta,Barcelona,185,1384355,15/11/2005,Luisa
1409,Industrial,Venta,Lleida,206,1733696,16/09/2005,Pedro
1410,Oficina,Venta,Tarragona,80,662000,08/04/2006,Carmen
1411,Piso,Alquiler,Tarragona,119,999481,08/09/2005,Maria
1412,Industrial,Alquiler,Girona,233,2120067,24/02/2006,Jesus
1413,Oficina,Venta,Barcelona,159,742848,12/10/2005,Joaquin
1414,Piso,Alquiler,Tarragona,209,1206766,09/11/2005,Joaquin
1415,Suelo,Alquiler,Barcelona,179,896969,14/09/2005,Carmen
1416,Casa,Alquiler,Barcelona,97,834394,20/05/2006,Jesus
1417,Piso,Venta,Tarragona,262,1137866,23/10/2005,Joaquin
1418,Piso,Alquiler,Tarragona,87,520521,15/09/2005,Carmen
1419,Industrial,Alquiler,Barcelona,244,1300276,21/03/2006,Joaquin
1420,Oficina,Venta,Tarragona,169,1040871,02/09/2005,Pedro
1421,Industrial,Venta,Barcelona,196,1584856,02/09/2005,Joaquin
1422,Parking,Alquiler,Girona,282,1132230,20/03/2006,Pedro
1423,Parking,Alquiler,Tarragona,280,1240400,04/11/2005,Jesus
1424,Local,Alquiler,Barcelona,185,1583785,17/09/2005,Luisa
1425,Parking,Venta,Barcelona,63,516159,13/03/2006,Luisa
1426,Casa,Alquiler,Tarragona,86,467410,15/09/2005,Jesus
1427,Parking,Alquiler,Girona,223,2228439,17/09/2005,Carmen
1428,Suelo,Alquiler,Tarragona,195,1539135,02/10/2005,Luisa
1429,Local,Alquiler,Lleida,200,1046800,03/03/2006,Maria
1430,Industrial,Venta,Lleida,63,416430,09/01/2006,Pedro
1431,Piso,Venta,Barcelona,208,1792128,15/04/2006,Jesus
1432,Suelo,Venta,Barcelona,54,264438,23/08/2005,Joaquin
1433,Industrial,Alquiler,Tarragona,273,1610973,21/03/2006,Pedro
1434,Parking,Venta,Tarragona,134,572984,30/12/2005,Jesus
1435,Casa,Alquiler,Girona,80,548000,30/11/2005,Joaquin
1436,Industrial,Venta,Lleida,175,1428350,08/11/2005,Jesus
1437,Industrial,Venta,Barcelona,261,1435239,22/03/2006,Joaquin
1438,Parking,Venta,Lleida,108,1001376,10/02/2006,Carmen
1439,Industrial,Venta,Girona,233,1306664,30/10/2005,Luisa
1440,Parking,Venta,Girona,255,1504755,31/10/2005,Luisa
1441,Industrial,Alquiler,Tarragona,249,2116251,14/01/2006,Carmen
1442,Industrial,Venta,Barcelona,160,1496320,08/05/2006,Maria
1443,Casa,Alquiler,Tarragona,73,672257,15/02/2006,Luisa
1444,Piso,Alquiler,Lleida,204,958392,21/01/2006,Joaquin
1445,Piso,Alquiler,Barcelona,137,585812,26/01/2006,Luisa
1446,Parking,Venta,Tarragona,54,470988,02/01/2006,Maria
1447,Oficina,Alquiler,Barcelona,96,567072,30/10/2005,Jesus
1448,Oficina,Alquiler,Lleida,188,1579012,14/04/2006,Maria
1449,Piso,Alquiler,Girona,85,706690,03/01/2006,Joaquin
1450,Suelo,Alquiler,Barcelona,69,499698,31/08/2005,Pedro
1451,Suelo,Venta,Barcelona,269,1779435,18/05/2006,Jesus
1452,Industrial,Venta,Girona,70,455000,22/10/2005,Pedro
1453,Suelo,Alquiler,Lleida,258,1687836,25/03/2006,Maria
1454,Piso,Alquiler,Tarragona,193,1605374,13/01/2006,Joaquin
1455,Casa,Venta,Tarragona,182,1047774,31/01/2006,Jesus
1456,Oficina,Venta,Tarragona,223,2190752,24/04/2006,Joaquin
1457,Oficina,Venta,Lleida,93,496806,17/03/2006,Joaquin
1458,Parking,Venta,Girona,277,1691085,19/11/2005,Pedro
1459,Industrial,Venta,Girona,76,456532,19/09/2005,Joaquin
1460,Oficina,Alquiler,Girona,228,1039452,11/01/2006,Carmen
1461,Local,Venta,Girona,129,563085,18/12/2005,Jesus
1462,Piso,Venta,Lleida,80,471440,28/09/2005,Luisa
1463,Parking,Alquiler,Tarragona,177,1591584,30/10/2005,Joaquin
1464,Casa,Venta,Girona,179,1393157,26/11/2005,Luisa
1465,Piso,Alquiler,Tarragona,61,525454,10/04/2006,Luisa
1466,Suelo,Venta,Barcelona,132,802428,15/02/2006,Joaquin
1467,Casa,Venta,Lleida,299,2333097,15/09/2005,Maria
1468,Oficina,Alquiler,Tarragona,131,1297686,01/05/2006,Carmen
1469,Suelo,Alquiler,Lleida,54,419256,08/03/2006,Pedro
1470,Industrial,Alquiler,Tarragona,274,2690954,17/05/2006,Joaquin
1471,Casa,Alquiler,Tarragona,67,485013,27/11/2005,Joaquin
1472,Parking,Alquiler,Lleida,141,1250952,26/02/2006,Luisa
1473,Piso,Venta,Barcelona,213,1955340,23/04/2006,Jesus
1474,Casa,Alquiler,Tarragona,269,2549313,20/02/2006,Carmen
1475,Casa,Alquiler,Tarragona,53,216187,18/04/2006,Jesus
1476,Parking,Alquiler,Lleida,248,2172232,20/09/2005,Pedro
1477,Parking,Alquiler,Girona,73,364270,02/02/2006,Maria
1478,Casa,Alquiler,Tarragona,229,1504301,08/04/2006,Joaquin
1479,Industrial,Venta,Tarragona,51,417231,19/03/2006,Pedro
1480,Oficina,Venta,Barcelona,124,1053628,13/04/2006,Maria
1481,Local,Alquiler,Tarragona,261,1344933,24/09/2005,Pedro
1482,Suelo,Alquiler,Barcelona,157,868367,03/06/2006,Jesus
1483,Oficina,Venta,Barcelona,64,368384,15/09/2005,Jesus
1484,Parking,Alquiler,Barcelona,282,2677590,08/04/2006,Luisa
1485,Oficina,Venta,Barcelona,151,1484028,24/03/2006,Jesus
1486,Local,Alquiler,Girona,167,1121906,12/11/2005,Carmen
1487,Casa,Venta,Lleida,109,537915,16/05/2006,Carmen
1488,Suelo,Alquiler,Barcelona,106,704476,07/02/2006,Joaquin
1489,Suelo,Venta,Lleida,144,1323792,17/09/2005,Jesus
1490,Parking,Venta,Barcelona,112,691712,10/04/2006,Pedro
1491,Oficina,Alquiler,Girona,138,1241034,05/06/2006,Carmen
1492,Piso,Alquiler,Tarragona,165,1405305,01/02/2006,Carmen
1493,Industrial,Alquiler,Tarragona,250,1001750,23/11/2005,Joaquin
1494,Suelo,Alquiler,Tarragona,201,1471320,11/03/2006,Carmen
1495,Casa,Venta,Girona,199,1590010,13/04/2006,Carmen
1496,Suelo,Venta,Lleida,278,2520904,12/05/2006,Luisa
1497,Piso,Venta,Tarragona,175,880075,15/12/2005,Jesus
1498,Casa,Alquiler,Girona,55,256630,23/10/2005,Maria
1499,Industrial,Alquiler,Barcelona,175,1084300,10/10/2005,Luisa
1500,Industrial,Venta,Lleida,125,595750,30/03/2006,Joaquin
1501,Suelo,Venta,Lleida,52,317044,16/04/2006,Jesus
1502,Industrial,Venta,Girona,120,1175160,28/11/2005,Carmen
1503,Industrial,Alquiler,Lleida,157,977011,03/03/2006,Carmen
1504,Industrial,Venta,Girona,190,778430,14/11/2005,Joaquin
1505,Suelo,Venta,Tarragona,47,220148,14/06/2006,Jesus
1506,Suelo,Alquiler,Girona,256,2512640,16/03/2006,Jesus
1507,Parking,Venta,Tarragona,118,716260,04/04/2006,Luisa
1508,Casa,Venta,Girona,274,2594780,23/02/2006,Maria
1509,Piso,Venta,Girona,244,2180628,05/02/2006,Pedro
1510,Parking,Venta,Tarragona,163,763329,05/02/2006,Joaquin
1511,Piso,Venta,Lleida,213,1587063,02/02/2006,Carmen
1512,Casa,Alquiler,Girona,261,2419209,25/05/2006,Maria
1513,Piso,Venta,Lleida,199,987040,11/01/2006,Luisa
1514,Suelo,Alquiler,Girona,110,781000,25/02/2006,Maria
1515,Piso,Alquiler,Lleida,200,1689000,30/09/2005,Luisa
1516,Industrial,Venta,Lleida,182,805714,20/03/2006,Carmen
1517,Suelo,Alquiler,Girona,139,1217501,20/11/2005,Joaquin
1518,Local,Alquiler,Girona,151,1456999,01/10/2005,Carmen
1519,Piso,Venta,Lleida,74,659858,27/05/2006,Carmen
1520,Local,Venta,Lleida,175,999950,30/10/2005,Carmen
1521,Casa,Alquiler,Barcelona,53,399143,08/11/2005,Jesus
1522,Suelo,Venta,Barcelona,40,306120,24/11/2005,Carmen
1523,Local,Venta,Lleida,158,1454232,24/01/2006,Pedro
1524,Piso,Alquiler,Tarragona,134,880380,11/12/2005,Maria
1525,Local,Venta,Tarragona,252,2283372,12/02/2006,Carmen
1526,Oficina,Venta,Girona,68,586908,28/05/2006,Luisa
1527,Parking,Venta,Tarragona,50,400600,02/10/2005,Maria
1528,Oficina,Alquiler,Girona,204,1132608,12/11/2005,Maria
1529,Oficina,Alquiler,Girona,185,1257075,06/06/2006,Maria
1530,Piso,Alquiler,Tarragona,69,480240,07/06/2006,Jesus
1531,Local,Venta,Lleida,251,2325766,20/10/2005,Joaquin
1532,Piso,Alquiler,Girona,260,1542580,03/05/2006,Luisa
1533,Local,Alquiler,Girona,71,540452,24/01/2006,Jesus
1534,Local,Alquiler,Barcelona,217,1742293,13/04/2006,Pedro
1535,Suelo,Venta,Tarragona,68,456756,20/11/2005,Pedro
1536,Parking,Venta,Girona,43,361759,01/12/2005,Jesus
1537,Piso,Venta,Barcelona,197,1035826,27/05/2006,Jesus
1538,Industrial,Alquiler,Girona,161,1405852,14/05/2006,Pedro
1539,Oficina,Venta,Tarragona,103,850368,30/10/2005,Carmen
1540,Suelo,Alquiler,Tarragona,227,2223919,19/11/2005,Joaquin
1541,Local,Venta,Lleida,124,1045816,12/03/2006,Carmen
1542,Industrial,Venta,Tarragona,243,2401083,08/04/2006,Joaquin
1543,Oficina,Venta,Girona,53,381494,27/12/2005,Luisa
1544,Parking,Venta,Lleida,199,1573493,02/07/2006,Luisa
1545,Oficina,Venta,Lleida,88,866008,23/06/2006,Pedro
1546,Piso,Alquiler,Girona,135,1294110,08/03/2006,Jesus
1547,Piso,Venta,Barcelona,214,1258534,27/01/2006,Maria
1548,Casa,Alquiler,Barcelona,45,330885,16/04/2006,Jesus
1549,Oficina,Alquiler,Tarragona,59,519259,30/10/2005,Maria
1550,Piso,Alquiler,Barcelona,176,804144,24/11/2005,Maria
1551,Suelo,Alquiler,Girona,167,944385,15/02/2006,Carmen
1552,Parking,Venta,Barcelona,108,436428,28/04/2006,Jesus
1553,Piso,Alquiler,Barcelona,130,859040,06/11/2005,Joaquin
1554,Suelo,Venta,Barcelona,63,618786,07/07/2006,Luisa
1555,Suelo,Alquiler,Barcelona,132,708840,03/11/2005,Luisa
1556,Piso,Alquiler,Tarragona,183,1388238,13/06/2006,Joaquin
1557,Local,Venta,Barcelona,159,1582845,15/04/2006,Pedro
1558,Suelo,Alquiler,Tarragona,163,830648,30/10/2005,Joaquin
1559,Piso,Alquiler,Girona,138,824688,16/05/2006,Joaquin
1560,Casa,Alquiler,Girona,177,1074921,25/10/2005,Luisa
1561,Casa,Alquiler,Barcelona,291,1823406,02/05/2006,Pedro
1562,Local,Venta,Girona,74,583638,17/10/2005,Luisa
1563,Suelo,Venta,Girona,206,1881810,10/07/2006,Joaquin
1564,Parking,Venta,Lleida,240,1983840,18/10/2005,Pedro
1565,Piso,Venta,Tarragona,80,533840,29/05/2006,Luisa
1566,Piso,Alquiler,Lleida,140,706440,02/06/2006,Pedro
1567,Oficina,Alquiler,Tarragona,296,2057496,13/11/2005,Jesus
1568,Piso,Alquiler,Lleida,210,2005080,25/04/2006,Pedro
1569,Oficina,Alquiler,Tarragona,273,2202837,27/06/2006,Maria
1570,Parking,Alquiler,Barcelona,67,347931,28/04/2006,Pedro
1571,Casa,Venta,Barcelona,127,583692,11/01/2006,Carmen
1572,Local,Alquiler,Barcelona,300,1716300,21/04/2006,Maria
1573,Local,Venta,Barcelona,202,1271388,10/01/2006,Joaquin
1574,Piso,Alquiler,Barcelona,203,1699719,10/01/2006,Jesus
1575,Industrial,Venta,Barcelona,275,1620575,18/02/2006,Joaquin
1576,Piso,Alquiler,Lleida,298,2207286,09/07/2006,Pedro
1577,Piso,Alquiler,Tarragona,288,1186560,05/11/2005,Luisa
1578,Local,Venta,Girona,178,1723040,05/04/2006,Jesus
1579,Suelo,Venta,Tarragona,141,1207101,20/02/2006,Maria
1580,Piso,Venta,Tarragona,110,786830,18/11/2005,Carmen
1581,Suelo,Alquiler,Tarragona,233,2224917,27/10/2005,Jesus
1582,Parking,Alquiler,Lleida,297,2463021,13/03/2006,Maria
1583,Suelo,Alquiler,Girona,300,1832100,02/05/2006,Carmen
1584,Industrial,Venta,Girona,191,916418,19/02/2006,Luisa
1585,Casa,Venta,Girona,203,1026774,04/07/2006,Pedro
1586,Industrial,Venta,Tarragona,291,1447434,02/02/2006,Maria
1587,Parking,Venta,Lleida,101,478639,07/01/2006,Joaquin
1588,Local,Alquiler,Girona,245,2170945,14/05/2006,Jesus
1589,Casa,Venta,Lleida,287,1607487,01/11/2005,Carmen
1590,Suelo,Venta,Lleida,142,682168,25/05/2006,Jesus
1591,Parking,Venta,Tarragona,255,1627920,12/03/2006,Jesus
1592,Parking,Venta,Barcelona,207,1107864,15/05/2006,Luisa
1593,Casa,Alquiler,Tarragona,77,562947,25/10/2005,Luisa
1594,Local,Venta,Girona,80,568880,29/10/2005,Carmen
1595,Parking,Venta,Lleida,96,645408,27/05/2006,Luisa
1596,Suelo,Alquiler,Barcelona,264,2133120,26/01/2006,Maria
1597,Parking,Venta,Lleida,256,1656064,02/02/2006,Pedro
1598,Industrial,Alquiler,Girona,167,1606206,11/12/2005,Joaquin
1599,Suelo,Alquiler,Girona,245,1311730,06/01/2006,Pedro
1600,Oficina,Alquiler,Lleida,114,764370,24/02/2006,Carmen
1601,Industrial,Venta,Lleida,136,1309544,19/11/2005,Joaquin
1602,Local,Alquiler,Tarragona,115,756355,16/02/2006,Pedro
1603,Piso,Alquiler,Barcelona,165,687720,20/02/2006,Carmen
1604,Suelo,Venta,Tarragona,132,807048,31/10/2005,Carmen
1605,Casa,Alquiler,Barcelona,260,1301560,29/12/2005,Carmen
1606,Piso,Alquiler,Barcelona,211,1951328,03/01/2006,Luisa
1607,Parking,Alquiler,Lleida,106,437674,08/12/2005,Luisa
1608,Oficina,Venta,Barcelona,139,740731,14/03/2006,Maria
1609,Local,Alquiler,Lleida,95,563255,08/11/2005,Jesus
1610,Piso,Venta,Lleida,245,2292465,10/06/2006,Carmen
1611,Suelo,Alquiler,Tarragona,71,692037,02/06/2006,Joaquin
1612,Oficina,Venta,Lleida,275,2110900,24/07/2006,Pedro
1613,Industrial,Alquiler,Girona,84,690396,08/02/2006,Carmen
1614,Suelo,Alquiler,Tarragona,152,960032,11/04/2006,Luisa
